id,station_name,stream_url,description,logo,genres,language,website,facebook,twitter,wikipedia,contact_address,contact_phone,contact_email,contact_additional,country_code
455,"Tiako be... La radio",http://tiakobe.ice.infomaniak.ch/tiakobe-64.aac?,"Tiako be... La radio is an internet radio station from Antananarivo, Madagascar providing African, Tropical and Variety music.",https://cdn.onlineradiobox.com/img/logo/4/43364.png,"pop,tropical",French,http://www.tiakobe.fr/,https://www.facebook.com/Tiakobe-238292812969180,https://twitter.com/tiakobe,,,,,,mg
456,"Radio RNA",http://drs-live-rna.gasy-internet.info:9001/;,"Radio RNA Antalaha est une station de radio en ligne internationale jouant un nouveau format de musique pour un public mondial. Radio RNA Antalaha est une station indépendante pour la génération en ligne, reliant ceux qui ont déjà une forte connexion avec Madagascar.",https://cdn.onlineradiobox.com/img/logo/7/43377.png,"pop,top40",French,http://www.rna-madagascar.com/,https://www.facebook.com/RNA-SAVA-135369410138490,,,,,,,mg
457,"Radio vazo gasy",http://178.32.99.187:8001/stream/1/,"La première radio malgache sur internet - Voix de Madagascar.",https://cdn.onlineradiobox.com/img/logo/3/70913.v3.png,pop,French,http://radiovazogasy.com/,https://www.facebook.com/radiovazogasy/,,https://fr.wikipedia.org/wiki/Radio_Vazo_Gasy_Madagascar,"Adresse: Via Tuscolana 167 00182 ROMA Italie",,,,mg
458,"Antsevasera Radio",https://listen.radioking.com/radio/205495/stream/248278," Antsevasera, la radio en ligne qui se consacre entièrement à la promotion de la culture malagasy. Avec des émissions culturelles pour partager avec les auditeurs les nouveautés mais aussi les projets artistiques des musiciens folkloriques. Antsevasera veut mettre en avant les talents typiquement Malagasy sans distinction. ",https://cdn.onlineradiobox.com/img/logo/3/77893.v3.png,"african,culture",French,https://www.antsevasera.com/,,,,,,"Email: fifandraisana@antsevasera.com",,mg
459,"Olivasoa Radio 91Fm",http://uk7.internet-radio.com:8033/stream,"Olivasoa radio, ilay radio maminao",https://cdn.onlineradiobox.com/img/logo/4/73144.v4.png,"pop,blues,funk,gospel",French,https://www.olivasoa-radio.net/,https://www.facebook.com/olivasoafm.91,,,"Adresse: IVJ 6 Ankadifotsy Mandilaza","Numéro de téléphone: 034 97 304 67","Email: contact@jacky-webmaster.net",,mg
460,"Alliance 92 Fm",http://41.188.43.211:8000/alliance92.mp3,"Alliance 92 Fm is the source for best in class French contents. The radio also plays French traditional music. There are many types of music in France, not all of them are popular Alliance 92 Fm carefully chooses the popular one and plays them in a regular basis. They have some great community based radio programs too.",https://cdn.onlineradiobox.com/img/logo/9/43369.png,"news,culture",English,http://www.newsmada.com/,https://www.facebook.com/Radio-Alliance-92-Fm-255931897762373/,https://twitter.com/newsmada,,,,,,mg
461,"VFM Antsirabe",http://78.129.163.73/stream.mp3?ipport=78.129.163.73_34051,"Ny VFM na ny Radio Feo Mevan i Vakinankaratra dia ho toy ny masoandro miposaka avy any antsinanana ka mitsidika ny isam-baravarana , izay mitondra hafanana sy hazavana ho anao isan andro amin ny alalan ireo fandaharana , fanentanana ary indrindra fa ireo kalokalo sy mozika nofantenana manokana ho anao. Mankasitraka anao ary misafidy ny Feo Mevan i Vakinankaratra FM 105 Mhz. VFM....Ilay onjam-peontsika rehetra...",https://cdn.onlineradiobox.com/img/logo/9/75939.v1.png,"variety,information",French,,,,,,,,,mg
462,"Radio Fréquence Plus Madagascar",http://149.56.147.197:8945/;,"Vous écoutez en direct La Radio Fréquence Plus Madagascar ( Tandrignesa Bôka).
Elle émet sur la fréquence 92,8 MHz de la FM en région Analamanga, Antananarivo, Madagascar.
Retrouvez tous les incontournables d&#39;hier et d&#39;aujourd&#39;hui Hit music Tropical sans oublier les actus, la culture, les annonces et la météo.
La Radio Fréquence Plus Madagascar est une radio généraliste à dominante musicale tropicale, diffusée 24/24, et à lécoute de ses auditeurs",https://cdn.onlineradiobox.com/img/logo/9/74919.v1.png,tropical,French,,,,,"Adresse: Ivandry Business Center, 6ème etages Aile Gauche","Numéro de téléphone: +261335073563","Email: radio.frequenceplus@gmail.com",,mg
463,"Radio RVS",http://stric6.streamakaci.com/radiorvs.mp3,"Radio RVS Tana, appelée Radio Voix de la Sagesse, est une station faisant la promotion de l religion et qui diffuse des programmes aussi bien en malgache, qu’en français et Gujarati.",https://cdn.onlineradiobox.com/img/logo/8/43378.png,religion,French,http://www.radiorvs.com/,https://www.facebook.com/radiorvs,,,,,,,mg
464,"Dago Radio Sound",http://flux-radio.dagoradiosound.info:8006/;,"Dago Radio Sound est une webradio à vocation généraliste d’expression franco-malgache qui vise à créer le lien entre les Malgaches du monde entier.


	Afficher plus",https://cdn.onlineradiobox.com/img/logo/3/43363.png,"news,culture",French,http://www.dagoradiosound.info/,https://www.facebook.com/dagoradiosound.info,,,,,,,mg
465,"Radio ADO Madagascar",http://mu1stream.mushost.com:8261,"La Radio 100% Gospel de Madagascar...",https://cdn.onlineradiobox.com/img/logo/7/76727.v4.png,gospel,French,http://www.radioado.net/,https://www.facebook.com/radioadolive,https://twitter.com/radioadolive,,Adresse:,"Numéro de téléphone:","Email: listen@radioado.net","WhatsApp: 23058821100",mg
466,"Radio RFI Musique",http://live02.rfi.fr/rfimusiquemonde-96k.mp3,"Actualité musicale artistes et biographies du monde francophone",https://cdn.onlineradiobox.com/img/logo/7/43367.png,"news,culture",French,http://musique.rfi.fr/,https://www.facebook.com/RFIMusique,https://twitter.com/rfimusique,,,,,,mg
467,"Ocean Music Madagascar",http://162.244.80.118:9444/;stream.nsv,"Only hits and good music.",https://cdn.onlineradiobox.com/img/logo/3/77203.v1.png,african,French,https://oceanmediagroupe.live/,https://www.facebook.com/oceantelevisionmadagascar/,,,"Adresse: III S 144 YA, Ouest Mananjara","Numéro de téléphone: 261327793233","Email: oceanmediagroupe@gmail.com",,mg
468,"RLI 106 FM",http://41.188.46.57:8000/stream.mp3,"Radio culturelle à vocation jazz, basée à Antananarivo, Madagascar.
Émissions musicales, organisation de concerts, révélation de talents, information en direct.",https://cdn.onlineradiobox.com/img/logo/5/43365.png,"blues,jazz,alternative",French,http://rli.mg/,https://www.facebook.com/RLI-FM-106-LazanIarivo-411327922281356,https://twitter.com/RLIFM106,,,,,,mg
469,"Radio Vatsy",http://radio.fpma.net/,"Fiangonana Protestanta Malagasy aty Andafy, appelée fpma Radio Vatsy, est la radio de l’Église Protestante Malgache en France. Elle dispose de plusieurs antennes dont une qui se trouve à Madagascar.",https://cdn.onlineradiobox.com/img/logo/0/43380.png,"talk,gospel",French,http://fpma.net/radio,,,,,,,,mg
470,"Soa i Madagasikara",http://streaming.hemera-media.com:8080/soaimadagasikara,"La webradio 100% musique, culture et société malgache. La voix de Madagascar, fière de ses traditions et en harmonie avec la modernité.",https://cdn.onlineradiobox.com/img/logo/7/74277.png,"culture,variety,public",French,http://radio.soaimadagasikara.org/,https://www.facebook.com/soaimadagasikara/,,,,,,,mg
471,"Capital FM Malawi",http://s2.voscast.com:7962/;,"Malawi&#39;s number one urban News, Business and Hit Music station.
Capital FM is a privately owned Adult Contemporary English Radio Station that was launched 29th March 1999.

	Show more",https://cdn.onlineradiobox.com/img/logo/2/43802.v1.png,"dance,r&#39,n&#39,b,pop,jazz,hip-hop,top40",English,http://www.capitalradiomalawi.com/,https://www.facebook.com/CapitalFMMalawi/,https://twitter.com/capitalfmmw,,"Address: 2nd Floor, Umoyo House, Victoria Avenue  Private Bag 437, Chichiri  Blantyre 3","Phone: +265 1 820 858","Email: stationmanager@capitalradiomalawi.com",,mw
472,"Power FM101",http://50.7.71.219:9699/stream/;,"Malawi&#39;s 1st independent radio station, dedicated to playing 101% pure music and sporting events from across the world.",https://cdn.onlineradiobox.com/img/logo/9/43839.png,"r&#39,n&#39,b,pop,news,talk,reggae",English,http://www.fm101.mw/,https://www.facebook.com/fm101power/,https://twitter.com/fm101power,,,,,,mw
473,"Radio Maria",http://dreamsiteradiocp.com:8040/;,"RADIO MARIA is a broadcasting initiative, which was started in Italy by a group of Catholics, both priests and lay people. It aims at spreading the Good News of Jesus Christ to all people of good will. The radio is not commercially funded through advertisement, but lives solely by means of the generous donations of its listeners and the contributions of its volunteers.",https://cdn.onlineradiobox.com/img/logo/0/43830.v3.png,"talk,christian,gospel",English,http://www.radiomaria.mw/,https://www.facebook.com/RadioMariaMalawi,https://twitter.com/RM_Malawi,https://en.wikipedia.org/wiki/Radio_Maria,"Address: P.O. Box 408, Mangochi, MALAWI","Phone: +265 1 599 608","Email: alinafekunsamala@gmail.com",,mw
474,"Zodiak Radio",http://radio.securenetsystems.net/v5/0079,"Zodiak Broadcasting Station is a radio station that has special interest with the rural communities without necessarily neglecting the urban communities. We are truly independent with an editorial policy that dictates us to be non partisan, responsible independent while tackling issues that effect the masses without fear of favour. We broadcast to the nation from our state of the art transmission studio in Lilongwe in Artbridge House.",https://cdn.onlineradiobox.com/img/logo/1/43831.v6.png,"dance,pop,top40",English,http://www.zodiakmalawi.com/,https://www.facebook.com/zbsnews,https://twitter.com/zodiakonline,,,"Phone: +(265) 1 762 557","Email:  editor@zodiakmalawi.com","+(265) 999 320 227",mw
475,"Times Radio Malawi",https://streamdb9web.securenetsystems.net/cirrusencore/TIMESFM,"Times Radio Malawi this being an independent radio station and source of well balanced news and programming. With over 95% local programming, 50% of which are in Chichewa, our goal is to deliver radio experience that engages all Malawians at different social economic levels.",https://cdn.onlineradiobox.com/img/logo/2/76802.v2.png,"news,talk",English,http://www.times.mw/,https://www.facebook.com/times.mw/,https://twitter.com/bnltimes,,"Address: Scott Road, Ginnery Corner, P / Bag 39. Blantyre","Phone: +265 111 87 11 81","Email: timesonline15@gmail.com",,mw
509,"Radio Mauritanie",http://radiomauritaniechaine1.ice.infomaniak.ch/radiomauritaniechaine1.aac,"Radio Mauritanie 93.3 - Nouakchott is a broadcast radio station from Nouakchott, Mauritania, providing News, Sports, and Cultural programs, as part of Radio Mauritanie network of radio stations from Mauritania.",https://cdn.onlineradiobox.com/img/logo/6/47126.png,"news,sports,arabic,culture",Arabic,http://www.radiomauritanie.mr/,,https://twitter.com/citoyenvoix,,,,,,mr
510,"RADIO CORAN",http://www.radiomauritanie.mr/sites/default/files/audio/chre.mp3,"السلام عليكم ورحمة الله وبركاته ......
مرحبا بكم جميعا في موقع إذاعة القرآن الكريم من موريتانيا.
إذاعة القرآن الكريم مدرسة فقه وسلوك ، تقوم بتدريس النصوص المعروفة في المحظرة الشنقطية ، وبأسلوب ميسر.",https://cdn.onlineradiobox.com/img/logo/7/47127.v2.png,"talk,arabic,variety",Arabic,http://www.radiocoran.mr/,,,,"Address: شارع جمال عبد الناصر  نوكشوط-لكصر  B.P : 200  موريتانيا","Phone: 45 25 28 20","Email: rm@radiomauritanieie.mr",,mr
511,"Radio Plus",http://s4.voscast.com:8432/;,"Breaking News from the strongest and best informed",https://cdn.onlineradiobox.com/img/logo/9/33989.v2.png,"pop,news,top40",French,http://radioplus.defimedia.info/,https://www.facebook.com/radioplus.mu/,https://twitter.com/RadioPlus_MRU,https://en.wikipedia.org/wiki/Radio_Plus_(Mauritius),"Adresse: 4B Rue Labourdonnais, Port Louis, Mauritius","Numéro de téléphone: +230 207 0666","Email: webmaster@defimedia.info",,mu
512,"Top FM",https://webcast.myt.mu/TopFM/TopFM.sdp/playlist.m3u8,"TOP FM has been officially launched on 31st December 2002. It is the leading radio station in Mauritius targetting 24 hours the Mauritian people at large. 
	Afficher plus",https://cdn.onlineradiobox.com/img/logo/2/34102.v3.png,"pop,news,talk,top40",English,http://www.topfmradio.com/,https://www.facebook.com/topfmmauritius/,https://twitter.com/TOPFMMAURITIUS,,"Adresse: 7th Floor The Peninsula Caudan, Falcon Street, Port Louis, Mauritius","Numéro de téléphone: +230 213 2121",,,mu
513,"NRJ Maurice",http://cdn.nrjaudio.fm/adwz1/mu/55802/aac_64.mp3,"Le meilleur des hits, de l&#39;actu, du fun et de délires, c&#39;est sur la page NRJ Maurice!",https://cdn.onlineradiobox.com/img/logo/0/73850.v1.png,"dance,pop,hits",French,http://www.nrj.mu/,https://www.facebook.com/NRJMaurice,,,"Adresse: Route Royale B11 Arsenal, Pamplemousses, Mauritius","Numéro de téléphone: 2302608500","Email: contact@nrj.mu",,mu
514,"Radio One",http://151.80.44.127:8020/stream,"Radio One Première radio privée opérant à Maurice depuis 2002 vous propose des émissions variées et interactives.",https://cdn.onlineradiobox.com/img/logo/5/34105.v6.png,"pop,news,talk,top40,entertainment",French,http://www.r1.mu/,https://www.facebook.com/R1Maurice/,https://twitter.com/R1_Maurice,https://en.wikipedia.org/wiki/Radio_One_(Mauritius),"Adresse: Brown Sequard Street, Port Louis, Mauritius","Numéro de téléphone: +230 211 4555","Email: reception@r1.mu",https://www.instagram.com/R1_Maurice/,mu
515,"MBC Kool FM",https://mbcmediaserver.mbcradio.tv/hls-live/koolfm/_definst_/liveevent/livestream.m3u8,"Kool Fm est une radio généraliste, moderne et populaire de la MBC (Mauritius Broadcasting Corporation).
	Afficher plus",https://cdn.onlineradiobox.com/img/logo/1/34441.v9.png,"dance,pop",French,http://www.mbcradio.tv/,https://www.facebook.com/koolfm.mauritius/,,,"Adresse: Moka, Mauritius","Numéro de téléphone: +230 402 8080","Email: customercare@mbc.intnet.mu",,mu
516,"MBC Best FM",https://mbcmediaserver.mbcradio.tv/hls-live/bestfm/_definst_/liveevent/livestream.m3u8,"La Mauritius Broadcasting Corporation ou MBC est la société nationale de radio-télévision de Maurice. Elle diffuse des programmes de radio et de télévision en anglais, français, hindi, créole et chinois sur l&#39;île principale et sur l&#39;île Rodrigues.

	Afficher plus",https://cdn.onlineradiobox.com/img/logo/4/34224.v4.png,"dance,pop,top40",French,http://www.mbcradio.tv/,https://www.facebook.com/Best-fm-Mauritius-165783233434056/,,https://en.wikipedia.org/wiki/Best_FM_(Mauritius),"Adresse: Moka, Mauritius","Numéro de téléphone: +230 402 8035",,,mu
517,"MBC Radio Maurice",https://mbcmediaserver.mbcradio.tv/hls-live/radiomaurice/_definst_/liveevent/livestream.m3u8,"La Mauritius Broadcasting Corporation ou MBC est la société nationale de radio-télévision de Maurice. Elle diffuse des programmes de radio et de télévision en anglais, français, hindi, créole et chinois sur l&#39;île principale et sur l&#39;île Rodrigues.

	Afficher plus",https://cdn.onlineradiobox.com/img/logo/4/34444.v2.png,"pop,oldies",French,http://www.mbcradio.tv/,https://www.facebook.com/mbcmaurice/,,,"Adresse: Moka, Mauritius","Numéro de téléphone: +230 402 8090",,,mu
518,"MBC Rodrigues FM",https://mbcmediaserver.mbcradio.tv/hls-live/rodfm/_definst_/liveevent/livestream.m3u8,"La Mauritius Broadcasting Corporation ou MBC est la société nationale de radio-télévision de Maurice. Elle diffuse des programmes de radio et de télévision en anglais, français, hindi, créole et chinois sur l&#39;île principale et sur l&#39;île Rodrigues.
	Afficher plus",https://cdn.onlineradiobox.com/img/logo/8/34448.v2.png,"r&#39,n&#39,b,pop",French,http://www.mbcradio.tv/,https://www.facebook.com/mbcmaurice/,,,"Adresse: Moka, Mauritius","Numéro de téléphone: 8324554",,"Phone: 8325508",mu
519,"Radio Moris",http://cc.radiomoris.com:443/autodj,"RadioMoris.com diffuse de la musique de L’Ile Maurice: Sega, Reggae et Ragga. Vous pouvez écouter nos emissions live ou demander vos disques préférés. Outre le tourisme, Ile Maurice est aussi reconnue pour sa musique. Nous espérons que vous allez l’apprécier.",https://cdn.onlineradiobox.com/img/logo/0/34110.png,"dance,pop,top40,reggae",French,https://www.radiomoris.com/,https://www.facebook.com/radiomoris/?fref=nf,https://twitter.com/radiomoris,,,,,,mu
